EventID,Field,Value,Hexadecimal,Translation,Notes
,Classes,"4bcb2477-4bb3-4545-a9fc-fb66e136b435",,BootableDevice,
,Classes,"bf967a81-0de6-11d0-a285-00aa003049e2",,"Builtin-Domain",
,Classes,"167758ca-47f3-11d1-a9c3-0000f80367c1",,"CRL-Distribution-Point",
,Classes,"7d6c0e9d-7e20-11d0-afd6-00c04fd930c9",,"Category-Registration",
,Classes,"3fdfee50-47f4-11d1-a9c3-0000f80367c1",,"Certification-Authority",
,Classes,"bf967a82-0de6-11d0-a285-00aa003049e2",,"Class-Registration",
,Classes,"bf967a83-0de6-11d0-a285-00aa003049e2",,"Class-Schema",
,Classes,"bf967a84-0de6-11d0-a285-00aa003049e2",,"Class-Store",
,Classes,"bf967a85-0de6-11d0-a285-00aa003049e2",,"Com-Connection-Point",
,Classes,"bf967a86-0de6-11d0-a285-00aa003049e2",,Computer,
,Classes,"bf967a87-0de6-11d0-a285-00aa003049e2",,Configuration,
,Classes,"5cb41ecf-0e4c-11d0-a286-00aa003049e2",,"Connection-Point",
,Classes,"5cb41ed0-0e4c-11d0-a286-00aa003049e2",,Contact,
,Classes,"bf967a8b-0de6-11d0-a285-00aa003049e2",,Container,
,Classes,"8297931e-86d3-11d0-afda-00c04fd930c9",,"Control-Access-Right",
,Classes,"bf967a8c-0de6-11d0-a285-00aa003049e2",,Country,
,Classes,"bf967a8d-0de6-11d0-a285-00aa003049e2",,"Cross-Ref",
,Classes,"ef9e60e0-56f7-11d1-a9c6-0000f80367c1",,"Cross-Ref-Container",
,Classes,"963d2756-48be-11d1-a9c3-0000f80367c1",,"DHCP-Class",
,Classes,"bf967a8f-0de6-11d0-a285-00aa003049e2",,DMD,
,Classes,"09b10f14-6f93-11d2-9905-0000f87a57d4",,"DS-UI-Settings",
,Classes,"3fdfee52-47f4-11d1-a9c3-0000f80367c1",,DSA,
,Classes,"bf967a8e-0de6-11d0-a285-00aa003049e2",,Device,
,Classes,"8447f9f2-1027-11d0-a05f-00aa006c33ed",,"Dfs-Configuration",
,Classes,"e0fa1e8a-9b45-11d0-afdd-00c04fd930c9",,"Display-Specifier",
,Classes,"5fd4250c-1262-11d0-a060-00aa006c33ed",,"Display-Template",
,Classes,"e0fa1e8c-9b45-11d0-afdd-00c04fd930c9",,"Dns-Node",
,Classes,"e0fa1e8b-9b45-11d0-afdd-00c04fd930c9",,"Dns-Zone",
,Classes,"696f8a61-2d3f-40ce-a4b3-e275dfcc49c5",,"Dns-Zone-Scope",
,Classes,"f2699093-f25a-4220-9deb-03df4cc4a9c5",,"Dns-Zone-Scope-Container",
,Classes,"19195a5a-6da0-11d0-afd3-00c04fd930c9",,Domain,
,Classes,"19195a5b-6da0-11d0-afd3-00c04fd930c9",,"Domain-DNS",
,Classes,"bf967a99-0de6-11d0-a285-00aa003049e2",,"Domain-Policy",
,Classes,"66d51249-3355-4c1f-b24e-81f252aca23b",,"Dynamic-Object",
,Classes,"8447f9f3-1027-11d0-a05f-00aa006c33ed",,"FT-Dfs",
,Classes,"dd712229-10e4-11d0-a05f-00aa006c33ed",,"File-Link-Tracking",
,Classes,"8e4eb2ed-4712-11d0-a1a0-00c04fd930c9",,"File-Link-Tracking-Entry",
,Classes,"89e31c12-8530-11d0-afda-00c04fd930c9",,"Foreign-Security-Principal",
,Classes,"bf967a9c-0de6-11d0-a285-00aa003049e2",,Group,
,Classes,"bf967a9d-0de6-11d0-a285-00aa003049e2",,"Group-Of-Names",
,Classes,"f30e3bc2-9ff0-11d1-b603-0000f80367c1",,"Group-Policy-Container",
,Classes,"a699e529-a637-4b7d-a0fb-5dc466a0b8a7",,IEEE802Device,
,Classes,"7bfdcb8a-4807-11d1-a9c3-0000f80367c1",,"Index-Server-Catalog",
,Classes,"2df90d89-009f-11d2-aa4c-00c04fd7d83a",,"Infrastructure-Update",
,Classes,"07383086-91df-11d1-aebc-0000f80367c1",,"Intellimirror-Group",
,Classes,"07383085-91df-11d1-aebc-0000f80367c1",,"Intellimirror-SCP",
,Classes,"26d97376-6070-11d1-a9c6-0000f80367c1",,"Inter-Site-Transport",
,Classes,"26d97375-6070-11d1-a9c6-0000f80367c1",,"Inter-Site-Transport-Container",
,Classes,"ab911646-8827-4f95-8780-5a8f008eb68f",,IpHost,
,Classes,"d95836c3-143e-43fb-992a-b057f1ecadf9",,IpNetwork,
,Classes,"9c2dcbd2-fbf0-4dc7-ace0-8356dcd0f013",,IpProtocol,
,Classes,"2517fadf-fa97-48ad-9de6-79ac5721f864",,IpService,
,Classes,"b40ff825-427a-11d1-a9c2-0000f80367c1",,"Ipsec-Base",
,Classes,"b40ff826-427a-11d1-a9c2-0000f80367c1",,"Ipsec-Filter",
,Classes,"b40ff828-427a-11d1-a9c2-0000f80367c1",,"Ipsec-ISAKMP-Policy",
,Classes,"b40ff829-427a-11d1-a9c2-0000f80367c1",,"Ipsec-NFA",
,Classes,"b40ff827-427a-11d1-a9c2-0000f80367c1",,"Ipsec-Negotiation-Policy",
,Classes,"b7b13121-b82e-11d0-afee-0000f80367c1",,"Ipsec-Policy",
,Classes,"bf967a9e-0de6-11d0-a285-00aa003049e2",,Leaf,
,Classes,"1be8f17d-a9ff-11d0-afe2-00c04fd930c9",,"Licensing-Site-Settings",
,Classes,"ddac0cf7-af8f-11d0-afeb-00c04fd930c9",,"Link-Track-OMT-Entry",
,Classes,"ddac0cf5-af8f-11d0-afeb-00c04fd930c9",,"Link-Track-Object-Move-Table",
,Classes,"ddac0cf6-af8f-11d0-afeb-00c04fd930c9",,"Link-Track-Vol-Entry",
,Classes,"ddac0cf4-af8f-11d0-afeb-00c04fd930c9",,"Link-Track-Volume-Table",
,Classes,"bf967aa0-0de6-11d0-a285-00aa003049e2",,Locality,
,Classes,"52ab8671-5709-11d1-a9c6-0000f80367c1",,"Lost-And-Found",
,Classes,"09f0506a-cd28-11d2-9993-0000f87a57d4",,"MS-SQL-OLAPCube",
,Classes,"20af031a-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-OLAPDatabase",
,Classes,"0c7e18ea-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-OLAPServer",
,Classes,"1d08694a-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-SQLDatabase",
,Classes,"17c2f64e-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-SQLPublication",
,Classes,"11d43c5c-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-SQLRepository",
,Classes,"05f6c878-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-SQLServer",
,Classes,"9a0dc344-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Configuration",
,Classes,"876d6817-35cc-436c-acea-5ef7174dd9be",,"MSMQ-Custom-Recipient",
,Classes,"9a0dc345-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Enterprise-Settings",
,Classes,"46b27aac-aafa-4ffb-b773-e5bf621ee87b",,"MSMQ-Group",
,Classes,"50776997-3c3d-11d2-90cc-00c04fd91ab1",,"MSMQ-Migrated-User",
,Classes,"9a0dc343-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Queue",
,Classes,"9a0dc347-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Settings",
,Classes,"9a0dc346-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Site-Link",
,Classes,"bf967aa1-0de6-11d0-a285-00aa003049e2",,"Mail-Recipient",
,Classes,"11b6cc94-48c4-11d1-a9c3-0000f80367c1",,Meeting,
,Classes,"19195a60-6da0-11d0-afd3-00c04fd930c9",,"NTDS-Connection",
,Classes,"f0f8ffab-1191-11d0-a060-00aa006c33ed",,"NTDS-DSA",
,Classes,"85d16ec1-0791-4bc8-8ab3-70980602ff8c",,"NTDS-DSA-RO",
,Classes,"19195a5f-6da0-11d0-afd3-00c04fd930c9",,"NTDS-Service",
,Classes,"19195a5d-6da0-11d0-afd3-00c04fd930c9",,"NTDS-Site-Settings",
,Classes,"2a132586-9373-11d1-aebc-0000f80367c1",,"NTFRS-Member",
,Classes,"5245803a-ca6a-11d0-afff-0000f80367c1",,"NTFRS-Replica-Set",
,Classes,"f780acc2-56f0-11d1-a9c6-0000f80367c1",,"NTFRS-Settings",
,Classes,"2a132588-9373-11d1-aebc-0000f80367c1",,"NTFRS-Subscriber",
,Classes,"2a132587-9373-11d1-aebc-0000f80367c1",,"NTFRS-Subscriptions",
,Classes,"7672666c-02c1-4f33-9ecf-f649c1dd9b7c",,NisMap,
,Classes,"72efbf84-6e7b-4a5c-a8db-8a75a7cad254",,NisNetgroup,
,Classes,"904f8a93-4954-4c5f-b1e1-53c097a31e13",,NisObject,
,Classes,"cadd1e5e-fefc-4f3f-b5a9-70e994204303",,OncRpc,
,Classes,"bf967aa3-0de6-11d0-a285-00aa003049e2",,Organization,
,Classes,"bf967aa4-0de6-11d0-a285-00aa003049e2",,"Organizational-Person",
,Classes,"a8df74bf-c5ea-11d1-bbcb-0080c76670c0",,"Organizational-Role",
,Classes,"bf967aa5-0de6-11d0-a285-00aa003049e2",,"Organizational-Unit",
,Classes,"e5209ca2-3bba-11d2-90cc-00c04fd91ab1",,"PKI-Certificate-Template",
,Classes,"ee4aa692-3bba-11d2-90cc-00c04fd91ab1",,"PKI-Enrollment-Service",
,Classes,"bf967aa6-0de6-11d0-a285-00aa003049e2",,"Package-Registration",
,Classes,"bf967aa7-0de6-11d0-a285-00aa003049e2",,Person,
,Classes,"b7b13122-b82e-11d0-afee-0000f80367c1",,"Physical-Location",
,Classes,"ad44bb41-67d5-4d88-b575-7b20674e76d8",,PosixAccount,
,Classes,"2a9350b8-062c-4ed0-9903-dde10d06deba",,PosixGroup,
,Classes,"bf967aa8-0de6-11d0-a285-00aa003049e2",,"Print-Queue",
,Classes,"83cc7075-cca7-11d0-afff-0000f80367c1",,"Query-Policy",
,Classes,"6617188d-8f3c-11d0-afda-00c04fd930c9",,"RID-Manager",
,Classes,"7bfdcb89-4807-11d1-a9c3-0000f80367c1",,"RID-Set",
,Classes,"2a39c5be-8960-11d1-aebc-0000f80367c1",,"RRAS-Administration-Connection-Point",
,Classes,"f39b98ae-938d-11d1-aebd-0000f80367c1",,"RRAS-Administration-Dictionary",
,Classes,"bf967aa9-0de6-11d0-a285-00aa003049e2",,"Remote-Mail-Recipient",
,Classes,"2a39c5bd-8960-11d1-aebc-0000f80367c1",,"Remote-Storage-Service-Point",
,Classes,"a8df74d6-c5ea-11d1-bbcb-0080c76670c0",,"Residential-Person",
,Classes,"80212842-4bdc-11d1-a9c4-0000f80367c1",,"Rpc-Container",
,Classes,"bf967a90-0de6-11d0-a285-00aa003049e2",,"Sam-Domain",
,Classes,"bf967a91-0de6-11d0-a285-00aa003049e2",,"Sam-Domain-Base",
,Classes,"bf967aad-0de6-11d0-a285-00aa003049e2",,"Sam-Server",
,Classes,"bf967aae-0de6-11d0-a285-00aa003049e2",,Secret,
,Classes,"bf967aaf-0de6-11d0-a285-00aa003049e2",,"Security-Object",
,Classes,"bf967ab0-0de6-11d0-a285-00aa003049e2",,"Security-Principal",
,Classes,"bf967a92-0de6-11d0-a285-00aa003049e2",,Server,
,Classes,"f780acc0-56f0-11d1-a9c6-0000f80367c1",,"Servers-Container",
,Classes,"b7b13123-b82e-11d0-afee-0000f80367c1",,"Service-Administration-Point",
,Classes,"bf967ab1-0de6-11d0-a285-00aa003049e2",,"Service-Class",
,Classes,"28630ec1-41d5-11d1-a9c1-0000f80367c1",,"Service-Connection-Point",
,Classes,"bf967ab2-0de6-11d0-a285-00aa003049e2",,"Service-Instance",
,Classes,"5b6d8467-1a18-4174-b350-9cc6e7b4ac8d",,ShadowAccount,
,Classes,"bf967ab3-0de6-11d0-a285-00aa003049e2",,Site,
,Classes,"d50c2cde-8951-11d1-aebc-0000f80367c1",,"Site-Link",
,Classes,"d50c2cdf-8951-11d1-aebc-0000f80367c1",,"Site-Link-Bridge",
,Classes,"7a4117da-cd67-11d0-afff-0000f80367c1",,"Sites-Container",
,Classes,"bf967ab5-0de6-11d0-a285-00aa003049e2",,Storage,
,Classes,"5a8b3261-c38d-11d1-bbc9-0080c76670c0",,SubSchema,
,Classes,"b7b13124-b82e-11d0-afee-0000f80367c1",,Subnet,
,Classes,"b7b13125-b82e-11d0-afee-0000f80367c1",,"Subnet-Container",
,Classes,"bf967ab7-0de6-11d0-a285-00aa003049e2",,Top,
,Classes,"bf967ab8-0de6-11d0-a285-00aa003049e2",,"Trusted-Domain",
,Classes,"281416e2-1968-11d0-a28f-00aa003049e2",,"Type-Library",
,Classes,"bf967aba-0de6-11d0-a285-00aa003049e2",,User,
,Classes,"bf967abb-0de6-11d0-a285-00aa003049e2",,"Volume",
,Classes,"2628a46a-a6ad-4ae0-b854-2b12d9fe6f9e",,account,
,Classes,"39bad96d-c2d6-4baf-88ab-7e4207600117",,document,
,Classes,"7a2be07c-302f-4b96-bc90-0795d66885f8",,documentSeries,
,Classes,"8bfd2d3d-efda-4549-852c-f85e137aedc6",,domainRelatedObject,
,Classes,"c498f152-dc6b-474a-9f52-7cdba3d7d351",,friendlyCountry,
,Classes,"0310a911-93a3-4e21-a7a3-55d85ab2c48b",,groupOfUniqueNames,
,Classes,"4828cc14-1437-45bc-9b07-ad6f015e5f28",,inetOrgPerson,
,Classes,"555c21c3-a136-455a-9397-796bbd358e25",,"ms-Authz-Central-Access-Policies",
,Classes,"a5679cb0-6f9d-432c-8b75-1e3e834f02aa",,"ms-Authz-Central-Access-Policy",
,Classes,"5b4a06dc-251c-4edb-8813-0bdd71327226",,"ms-Authz-Central-Access-Rule",
,Classes,"99bb1b7a-606d-4f8b-800e-e15be554ca8d",,"ms-Authz-Central-Access-Rules",
,Classes,"c9010e74-4e58-49f7-8a89-5e3e2340fcf8",,"ms-COM-Partition",
,Classes,"250464ab-c417-497a-975a-9e0d459a7ca1",,"ms-COM-PartitionSet",
,Classes,"25173408-04ca-40e8-865e-3f9ce9bf1bd3",,"ms-DFS-Deleted-Link-v2",
,Classes,"7769fb7a-1159-4e96-9ccd-68bc487073eb",,"ms-DFS-Link-v2",
,Classes,"da73a085-6e64-4d61-b064-015d04164795",,"ms-DFS-Namespace-Anchor",
,Classes,"21cb8628-f3c3-4bbf-bff6-060b2d8f299a",,"ms-DFS-Namespace-v2",
,Classes,"e58f972e-64b5-46ef-8d8b-bbc3e1897eab",,"ms-DFSR-Connection",
,Classes,"64759b35-d3a1-42e4-b5f1-a3de162109b3",,"ms-DFSR-Content",
,Classes,"4937f40d-a6dc-4d48-97ca-06e5fbfd3f16",,"ms-DFSR-ContentSet",
,Classes,"7b35dbad-b3ec-486a-aad4-2fec9d6ea6f6",,"ms-DFSR-GlobalSettings",
,Classes,"fa85c591-197f-477e-83bd-ea5a43df2239",,"ms-DFSR-LocalSettings",
,Classes,"4229c897-c211-437c-a5ae-dbf705b696e5",,"ms-DFSR-Member",
,Classes,"1c332fe0-0c2a-4f32-afca-23c5e45a9e77",,"ms-DFSR-ReplicationGroup",
,Classes,"e11505d7-92c4-43e7-bf5c-295832ffc896",,"ms-DFSR-Subscriber",
,Classes,"67212414-7bcc-4609-87e0-088dad8abdee",,"ms-DFSR-Subscription",
,Classes,"04828aa9-6e42-4e80-b962-e2fe00754d17",,"ms-DFSR-Topology",
,Classes,"ef2fc3ed-6e18-415b-99e4-3114a8cb124b",,"ms-DNS-Server-Settings",
,Classes,"90df3c3e-1854-4455-a5d7-cad40d56657a",,"ms-DS-App-Configuration",
,Classes,"9e67d761-e327-4d55-bc95-682f875e2f8e",,"ms-DS-App-Data",
,Classes,"3a9adf5d-7b97-4f7e-abb4-e5b55c1c06b4",,"ms-DS-AuthN-Policies",
,Classes,"ab6a1156-4dc7-40f5-9180-8e4ce42fe5cd",,"ms-DS-AuthN-Policy",
,Classes,"f9f0461e-697d-4689-9299-37e61d617b0d",,"ms-DS-AuthN-Policy-Silo",
,Classes,"d2b1470a-8f84-491e-a752-b401ee00fe5c",,"ms-DS-AuthN-Policy-Silos",
,Classes,"cfee1051-5f28-4bae-a863-5d0cc18a8ed1",,"ms-DS-Az-Admin-Manager",
,Classes,"ddf8de9b-cba5-4e12-842e-28d8b66f75ec",,"ms-DS-Az-Application",
,Classes,"860abe37-9a9b-4fa4-b3d2-b8ace5df9ec5",,"ms-DS-Az-Operation",
,Classes,"8213eac9-9d55-44dc-925c-e9a52b927644",,"ms-DS-Az-Role",
,Classes,"4feae054-ce55-47bb-860e-5b12063a51de",,"ms-DS-Az-Scope",
,Classes,"1ed3a473-9b1b-418a-bfa0-3a37b95a5306",,"ms-DS-Az-Task",
,Classes,"81a3857c-5469-4d8f-aae6-c27699762604",,"ms-DS-Claim-Type",
,Classes,"b8442f58-c490-4487-8a9d-d80b883271ad",,"ms-DS-Claim-Type-Property-Base",
,Classes,"36093235-c715-4821-ab6a-b56fb2805a58",,"ms-DS-Claim-Types",
,Classes,"c8fca9b1-7d88-bb4f-827a-448927710762",,"ms-DS-Claims-Transformation-Policies",
,Classes,"2eeb62b3-1373-fe45-8101-387f1676edc7",,"ms-DS-Claims-Transformation-Policy-Type",
,Classes,"641e87a4-8326-4771-ba2d-c706df35e35a",,"ms-DS-Cloud-Extensions",
,Classes,"5df2b673-6d41-4774-b3e8-d52e8ee9ff99",,"ms-DS-Device",
,Classes,"7c9e8c58-901b-4ea8-b6ec-4eb9e9fc0e11",,"ms-DS-Device-Container",
,Classes,"96bc3a1a-e3d2-49d3-af11-7b0df79d67f5",,"ms-DS-Device-Registration-Service",
,Classes,"310b55ce-3dcd-4392-a96d-c9e35397c24f",,"ms-DS-Device-Registration-Service-Container",
,Classes,"7b8b558a-93a5-4af7-adca-c017e67f1057",,"ms-DS-Group-Managed-Service-Account",
,Classes,"ee1f5543-7c2e-476a-8b3f-e11f4af6c498",,"ms-DS-Key-Credential",
,Classes,"ce206244-5827-4a86-ba1c-1c0c386c1b64",,"ms-DS-Managed-Service-Account",
,Classes,"44f00041-35af-468b-b20a-6ce8737c580b",,"ms-DS-Optional-Feature",
,Classes,"3bcd9db8-f84b-451c-952f-6c52b81f9ec6",,"ms-DS-Password-Settings",
,Classes,"5b06b06a-4cf3-44c0-bd16-43bc10a987da",,"ms-DS-Password-Settings-Container",
,Classes,"da83fc4f-076f-4aea-b4dc-8f4dab9b5993",,"ms-DS-Quota-Container",
,Classes,"de91fc26-bd02-4b52-ae26-795999e96fc7",,"ms-DS-Quota-Control",
,Classes,"7a4a4584-b350-478f-acd6-b4b852d82cc0",,"ms-DS-Resource-Properties",
,Classes,"5b283d5e-8404-4195-9339-8450188c501a",,"ms-DS-Resource-Property",
,Classes,"72e3d47a-b342-4d45-8f56-baff803cabf9",,"ms-DS-Resource-Property-List",
,Classes,"770f4cb3-1643-469c-b766-edd77aa75e14",,"ms-DS-Shadow-Principal",
,Classes,"11f95545-d712-4c50-b847-d2781537c633",,"ms-DS-Shadow-Principal-Container",
,Classes,"e3c27fdf-b01d-4f4e-87e7-056eef0eb922",,"ms-DS-Value-Type",
,Classes,"d03d6858-06f4-11d2-aa53-00c04fd7d83a",,"ms-Exch-Configuration-Container",
,Classes,"ea715d30-8f53-40d0-bd1e-6109186d782c",,"ms-FVE-RecoveryInformation",
,Classes,"a0ed2ac1-970c-4777-848e-ec63a0ec44fc",,"ms-Imaging-PSPs",
,Classes,"1f7c257c-b8a3-4525-82f8-11ccc7bee36e",,"ms-Imaging-PostScanProcess",
,Classes,"aa02fd41-17e0-4f18-8687-b2239649736b",,"ms-Kds-Prov-RootKey",
,Classes,"5ef243a8-2a25-45a6-8b73-08a71ae677ce",,"ms-Kds-Prov-ServerConfiguration",
,Classes,"37cfd85c-6719-4ad8-8f9e-8678ba627563",,"ms-PKI-Enterprise-Oid",
,Classes,"26ccf238-a08e-4b86-9a82-a8c9ac7ee5cb",,"ms-PKI-Key-Recovery-Agent",
,Classes,"1562a632-44b9-4a7e-a2d3-e426c96a3acc",,"ms-PKI-Private-Key-Recovery-Agent",
,Classes,"a16f33c7-7fd6-4828-9364-435138fda08d",,"ms-Print-ConnectionPolicy",
,Classes,"51a0e68c-0dc5-43ca-935d-c1c911bf2ee5",,"ms-SPP-Activation-Object",
,Classes,"b72f862b-bb25-4d5d-aa51-62c59bdf90ae",,"ms-SPP-Activation-Objects-Container",
,Classes,"ca7b9735-4b2a-4e49-89c3-99025334dc94",,"ms-TAPI-Rt-Conference",
,Classes,"53ea1cb5-b704-4df9-818f-5cb4ec86cac1",,"ms-TAPI-Rt-Person",
,Classes,"85045b6a-47a6-4243-a7cc-6890701f662c",,"ms-TPM-Information-Object",
,Classes,"e027a8bd-6456-45de-90a3-38593877ee74",,"ms-TPM-Information-Objects-Container",
,Classes,"50ca5d7d-5c8b-4ef3-b9df-5b66d491e526",,"ms-WMI-IntRangeParam",
,Classes,"292f0d9a-cf76-42b0-841f-b650f331df62",,"ms-WMI-IntSetParam",
,Classes,"07502414-fdca-4851-b04a-13645b11d226",,"ms-WMI-MergeablePolicyTemplate",
,Classes,"55dd81c9-c312-41f9-a84d-c6adbdf1e8e1",,"ms-WMI-ObjectEncoding",
,Classes,"e2bc80f1-244a-4d59-acc6-ca5c4f82e6e1",,"ms-WMI-PolicyTemplate",
,Classes,"595b2613-4109-4e77-9013-a3bb4ef277c7",,"ms-WMI-PolicyType",
,Classes,"45fb5a57-5018-4d0f-9056-997c8c9122d9",,"ms-WMI-RangeParam",
,Classes,"6afe8fe2-70bc-4cce-b166-a96f7359c514",,"ms-WMI-RealRangeParam",
,Classes,"3c7e6f83-dd0e-481b-a0c2-74cd96ef2a66",,"ms-WMI-Rule",
,Classes,"f1e44bdf-8dd3-4235-9c86-f91f31f5b569",,"ms-WMI-ShadowObject",
,Classes,"6cc8b2b5-12df-44f6-8307-e74f5cdee369",,"ms-WMI-SimplePolicyTemplate",
,Classes,"ab857078-0142-4406-945b-34c9b6b13372",,"ms-WMI-Som",
,Classes,"0bc579a2-1da7-4cea-b699-807f3b9d63a4",,"ms-WMI-StringSetParam",
,Classes,"d9a799b2-cef3-48b3-b5ad-fb85f8dd3214",,"ms-WMI-UintRangeParam",
,Classes,"8f4beb31-4e19-46f5-932e-5fa03c339b1d",,"ms-WMI-UintSetParam",
,Classes,"b82ac26b-c6db-4098-92c6-49c18a3336e1",,"ms-WMI-UnknownRangeParam",
,Classes,"05630000-3927-4ede-bf27-ca91f275c26f",,"ms-WMI-WMIGPO",
,Classes,"7b9a2d92-b7eb-4382-9772-c3e0f9baaf94",,"ms-ieee-80211-Policy",
,Classes,"1cb81863-b822-4379-9ea2-5ff7bdc6386d",,"ms-net-ieee-80211-GroupPolicy",
