PermissionAPI,PermissionName,AdminConsent,ConsentRisk,ConsentDisplayName,ConsentDescription,AdminConsentDisplayName,AdminConsentDescription,DelegatedPermissionId,ApplicationConsentDisplayName,ApplicationConsentDescription,ApplicationPermissionId
"Microsoft Graph","Policy.Read.All",true,,"Read your organization's policies","Allows the app to read your organization's policies on your behalf.","Read your organization's policies","Allows the app to read your organization's policies on behalf of the signed-in user.","572fea84-0151-49b2-9301-11cb16974376","Read your organization's policies","Allows the app to read all your organization's policies without a signed in user.","246dd0d5-5bd0-4def-940b-0421030a5b68"
"Microsoft Graph","Policy.Read.ConditionalAccess",false,,"Read your organization's conditional access policies","Allows the app to read your organization's conditional access policies on your behalf.","Read your organization's conditional access policies","Allows the app to read your organization's conditional access policies on behalf of the signed-in user.","633e0fce-8c58-4cfb-9495-12bbd5a24f7c","Read your organization's conditional access policies","Allows the app to read your organization's conditional access policies, without a signed-in user.","37730810-e9ba-4e46-b07e-8ca78d182097"
"Microsoft Graph","Policy.Read.PermissionGrant",true,,"Read consent and permission grant policies","Allows the app to read policies related to consent and permission grants for applications, on your behalf.","Read consent and permission grant policies","Allows the app to read policies related to consent and permission grants for applications, on behalf of the signed-in user.","414de6ea-2d92-462f-b120-6e2a809a6d01","Read consent and permission grant policies","Allows the app to read policies related to consent and permission grants for applications, without a signed-in user.","9e640839-a198-48fb-8b9a-013fd6f6cbcd"
"Microsoft Graph","Policy.ReadWrite.ApplicationConfiguration",true,,"Read and write your organization's application configuration policies","Allows the app to read and write your organization's application configuration policies on your behalf.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy, tokenIssuancePolicy  and tokenLifetimePolicy.","Read and write your organization's application configuration policies","Allows the app to read and write your organization's application configuration policies on behalf of the signed-in user.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy,  tokenIssuancePolicy and tokenLifetimePolicy.","b27add92-efb2-4f16-84f5-8108ba77985c","Read and write your organization's application configuration policies","Allows the app to read and write your organization's application configuration policies, without a signed-in user.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy, tokenIssuancePolicy  and tokenLifetimePolicy.","be74164b-cff1-491c-8741-e671cb536e13"
"Microsoft Graph","Policy.ReadWrite.AuthenticationFlows",true,,"Read and write your authentication flow policies","Allows the app to read and write the authentication flow policies for your tenant, on your behalf.","Read and write authentication flow policies","Allows the app to read and write the authentication flow policies, on behalf of the signed-in user. ","edb72de9-4252-4d03-a925-451deef99db7","Read and write authentication flow policies","Allows the app to read and write all authentication flow policies for the tenant, without a signed-in user.","25f85f3c-f66c-4205-8cd5-de92dd7f0cec"
"Microsoft Graph","Policy.ReadWrite.AuthenticationMethod",true,,"Read and write your authentication method policies ","Allows the app to read and write the authentication method policies for your tenant, on your behalf.","Read and write authentication method policies","Allows the app to read and write the authentication method policies, on behalf of the signed-in user. ","7e823077-d88e-468f-a337-e18f1f0e6c7c","Read and write all authentication method policies ","Allows the app to read and write all authentication method policies for the tenant, without a signed-in user. ","29c18626-4985-4dcd-85c0-193eef327366"
"Microsoft Graph","Policy.ReadWrite.Authorization",true,,"Read and write your organization's authorization policy","Allows the app to read and write your organization's authorization policy on your behalf. For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default.","Read and write your organization's authorization policy","Allows the app to read and write your organization's authorization policy on behalf of the signed-in user.  For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default.","edd3c878-b384-41fd-95ad-e7407dd775be","Read and write your organization's authorization policy","Allows the app to read and write your organization's authorization policy without a signed in user. For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default.","fb221be6-99f2-473f-bd32-01c6a0e9ca3b"
"Microsoft Graph","Policy.ReadWrite.ConditionalAccess",true,,"Read and write your organization's conditional access policies","Allows the app to read and write your organization's conditional access policies on your behalf.","Read and write your organization's conditional access policies","Allows the app to read and write your organization's conditional access policies on behalf of the signed-in user.","ad902697-1014-4ef5-81ef-2b4301988e8c","Read and write your organization's conditional access policies","Allows the app to read and write your organization's conditional access policies, without a signed-in user.","01c0a623-fc9b-48e9-b794-0756f8e8f067"
"Microsoft Graph","Policy.ReadWrite.ConsentRequest",true,,"Read and write consent request policy","Allows the app to read and write your organization's consent request policy on your behalf.","Read and write consent request policy","Allows the app to read and write your organization's consent requests policy on behalf of the signed-in user.","4d135e65-66b8-41a8-9f8b-081452c91774","Read and write your organization's consent request policy","Allows the app to read and write your organization's consent requests policy without a signed-in user.","999f8c63-0a38-4f1b-91fd-ed1947bdd1a9"
"Microsoft Graph","Policy.ReadWrite.CrossTenantAccess",true,,"Read and write your organization's cross tenant access policies","Allows the app to read and write your organization's cross tenant access policies on your behalf.","Read and write your organization's cross tenant access policies","Allows the app to read and write your organization's cross tenant access policies on behalf of the signed-in user.","014b43d0-6ed4-4fc6-84dc-4b6f7bae7d85","Read and write your organization's cross tenant access policies","Allows the app to read and write your organization's cross tenant access policies without a signed-in user.","338163d7-f101-4c92-94ba-ca46fe52447c"
"Microsoft Graph","Policy.ReadWrite.DeviceConfiguration",true,,"Read and write your organization's device configuration policies","Allows the app to read and write your organization's device configuration policies on your behalf.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks.","Read and write your organization's device configuration policies","Allows the app to read and write your organization's device configuration policies on behalf of the signed-in user.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks.","40b534c3-9552-4550-901b-23879c90bcf9",,,
"Microsoft Graph","Policy.ReadWrite.FeatureRollout",true,,"Read and write your organization's feature rollout policies","Allows the app to read and write your organization's feature rollout policies on your behalf. Includes abilities to assign and remove users and groups to rollout of a specific feature.","Read and write your organization's feature rollout policies","Allows the app to read and write your organization's feature rollout policies on behalf of the signed-in user. Includes abilities to assign and remove users and groups to rollout of a specific feature.","92a38652-f13b-4875-bc77-6e1dbb63e1b2","Read and write feature rollout policies","Allows the app to read and write feature rollout policies without a signed-in user. Includes abilities to assign and remove users and groups to rollout of a specific feature.","2044e4f1-e56c-435b-925c-44cd8f6ba89a"
"Microsoft Graph","Policy.ReadWrite.MobilityManagement",true,,"Read and write your organization's mobility management policies","Allows the app to read and write your organization's mobility management policies on your behalf.  For example, a mobility management policy can set the enrollment scope for a given mobility management application.","Read and write your organization's mobility management policies","Allows the app to read and write your organization's mobility management policies on behalf of the signed-in user.  For example, a mobility management policy can set the enrollment scope for a given mobility management application.","a8ead177-1889-4546-9387-f25e658e2a79",,,
"Microsoft Graph","Policy.ReadWrite.PermissionGrant",true,,"Manage consent and permission grant policies","Allows the app to manage policies related to consent and permission grants for applications, on behalf of the signed-in user.","Manage consent and permission grant policies","Allows the app to manage policies related to consent and permission grants for applications, on behalf of the signed-in user.","2672f8bb-fd5e-42e0-85e1-ec764dd2614e","Manage consent and permission grant policies","Allows the app to manage policies related to consent and permission grants for applications, without a signed-in user.","a402ca1c-2696-4531-972d-6e5ee4aa11ea"
"Microsoft Graph","Policy.ReadWrite.TrustFramework",true,,"Read and write trust framework policies","Allows the app to read and write your organization's trust framework policies on your behalf.","Read and write your organization's trust framework policies","Allows the app to read and write your organization's trust framework policies on behalf of the signed-in user.","cefba324-1a70-4a6e-9c1d-fd670b7ae392","Read and write your organization's trust framework policies","Allows the app to read and write your organization's trust framework policies without a signed in user.","79a677f7-b79d-40d0-a36a-3e6f8688dd7a"
"Microsoft Graph","Presence.Read",false,,"Read your presence information","Allows the app to read your presence information on your behalf. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location.","Read user's presence information","Allows the app to read presence information on behalf of the signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location.","76bc735e-aecd-4a1d-8b4c-2b915deabb79",,,
"Microsoft Graph","Presence.Read.All",false,,"Read presence information of all users in your organization","Allows the app to read presence information of all users in the directory on your behalf. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location.","Read presence information of all users in your organization","Allows the app to read presence information of all users in the directory on behalf of the signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location.","9c7a330d-35b3-4aa1-963d-cb2b9f927841",,,
"Microsoft Graph","Presence.ReadWrite",false,,"Read and write your presence information","Allows the app to read the presence information and write activity and availability on your behalf. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location.","Read and write a user's presence information","Allows the app to read the presence information and write activity and availability on behalf of the signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location.","8d3c54a7-cf58-4773-bf81-c0cd6ad522bb",,,
"Microsoft Graph","Presence.ReadWrite.All",,,,,,,,"Read and write presence information for all users","Allows the app to read all presence information and write activity and availability of all users in the directory without a signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, time zone and location.","83cded22-8297-4ff6-a7fa-e97e9545a259"
"Microsoft Graph","PrintConnector.Read.All",true,,"Read print connectors","Allows the application to read print connectors on your behalf.","Read print connectors","Allows the application to read print connectors on behalf of the signed-in user.","d69c2d6d-4f72-4f99-a6b9-663e32f8cf68",,,
"Microsoft Graph","PrintConnector.ReadWrite.All",true,,"Read and write print connectors","Allows the application to read and write print connectors on your behalf.","Read and write print connectors","Allows the application to read and write print connectors on behalf of the signed-in user. ","79ef9967-7d59-4213-9c64-4b10687637d8",,,
"Microsoft Graph","PrintJob.Create",false,,"Create your print jobs","Allows the application to create print jobs on your behalf and upload document content to print jobs  that you created.","Create print jobs","Allows the application to create print jobs on behalf of the signed-in user and upload document content to print jobs that the signed-in user created.","21f0d9c0-9f13-48b3-94e0-b6b231c7d320",,,
"Microsoft Graph","PrintJob.Manage.All",,,,,,,,"Perform advanced operations on print jobs","Allows the application to perform advanced operations like redirecting a print job to another printer without a signed-in user. Also allows the application to read and update the metadata of print jobs.","58a52f47-9e36-4b17-9ebe-ce4ef7f3e6c8"
"Microsoft Graph","PrintJob.Read",false,,"Read your print jobs","Allows the application to read the metadata and document content of print jobs that you created.","Read user's print jobs","Allows the application to read the metadata and document content of print jobs that the signed-in user created.","248f5528-65c0-4c88-8326-876c7236df5e",,,
"Microsoft Graph","PrintJob.Read.All",true,,"Read print jobs","Allows the application to read the metadata and document content of print jobs on your behalf. ","Read print jobs","Allows the application to read the metadata and document content of print jobs on behalf of the signed-in user. ","afdd6933-a0d8-40f7-bd1a-b5d778e8624b","Read print jobs","Allows the application to read the metadata and document content of print jobs without a signed-in user. ","ac6f956c-edea-44e4-bd06-64b1b4b9aec9"
"Microsoft Graph","PrintJob.ReadBasic",false,,"Read basic information of your print jobs","Allows the application to read the metadata of print jobs that you created. Does not allow access to print job document content.","Read basic information of user's print jobs","Allows the application to read the metadata of print jobs that the signed-in user created. Does not allow access to print job document content.","6a71a747-280f-4670-9ca0-a9cbf882b274",,,
"Microsoft Graph","PrintJob.ReadBasic.All",true,,"Read basic information of print jobs","Allows the application to read the metadata of print jobs on your behalf. Does not allow access to print job document content.","Read basic information of print jobs","Allows the application to read the metadata of print jobs on behalf of the signed-in user. Does not allow access to print job document content.","04ce8d60-72ce-4867-85cf-6d82f36922f3","Read basic information for print jobs","Allows the application to read the metadata of print jobs without a signed-in user. Does not allow access to print job document content.","fbf67eee-e074-4ef7-b965-ab5ce1c1f689"
"Microsoft Graph","PrintJob.ReadWrite",false,,"Read and update your print jobs","Allows the application to read and update the metadata and document content of print jobs that you created.","Read and write user's print jobs","Allows the application to read and update the metadata and document content of print jobs that the signed-in user created.","b81dd597-8abb-4b3f-a07a-820b0316ed04",,,
"Microsoft Graph","PrintJob.ReadWrite.All",true,,"Read and update print jobs","Allows the application to read and update the metadata and document content of print jobs on your behalf. ","Read and write print jobs","Allows the application to read and update the metadata and document content of print jobs on behalf of the signed-in user. ","036b9544-e8c5-46ef-900a-0646cc42b271","Read and write print jobs","Allows the application to read and update the metadata and document content of print jobs without a signed-in user.","5114b07b-2898-4de7-a541-53b0004e2e13"
"Microsoft Graph","PrintJob.ReadWriteBasic",false,,"Read and write basic information of your print jobs","Allows the application to read and update the metadata of print jobs that you created. Does not allow access to print job document content.","Read and write basic information of user's print jobs","Allows the application to read and update the metadata of print jobs that the signed-in user created. Does not allow access to print job document content.","6f2d22f2-1cb6-412c-a17c-3336817eaa82",,,
"Microsoft Graph","PrintJob.ReadWriteBasic.All",true,,"Read and write basic information of print jobs","Allows the application to read and update the metadata of print jobs on your behalf. Does not allow access to print job document content.","Read and write basic information of print jobs","Allows the application to read and update the metadata of print jobs on behalf of the signed-in user. Does not allow access to print job document content.","3a0db2f6-0d2a-4c19-971b-49109b19ad3d","Read and write basic information for print jobs","Allows the application to read and update the metadata of print jobs without a signed-in user. Does not allow access to print job document content.","57878358-37f4-4d3a-8c20-4816e0d457b1"
"Microsoft Graph","PrintSettings.Read.All",true,,"Read tenant-wide print settings","Allows the application to read tenant-wide print settings on your behalf.","Read tenant-wide print settings","Allows the application to read tenant-wide print settings on behalf of the signed-in user.","490f32fd-d90f-4dd7-a601-ff6cdc1a3f6c","Read tenant-wide print settings","Allows the application to read tenant-wide print settings without a signed-in user.","b5991872-94cf-4652-9765-29535087c6d8"
"Microsoft Graph","PrintSettings.ReadWrite.All",true,,"Read and write tenant-wide print settings","Allows the application to read and write tenant-wide print settings on your behalf.","Read and write tenant-wide print settings","Allows the application to read and write tenant-wide print settings on behalf of the signed-in user.","9ccc526a-c51c-4e5c-a1fd-74726ef50b8f",,,
"Microsoft Graph","PrintTaskDefinition.ReadWrite.All",,,,,,,,"Read, write and update print task definitions","Allows the application to read and update print task definitions without a signed-in user. ","456b71a7-0ee0-4588-9842-c123fcc8f664"
"Microsoft Graph","Printer.Create",true,,"Register printers  ","Allows the application to create (register) printers on your behalf. ","Register printers  ","Allows the application to create (register) printers on behalf of the signed-in user. ","90c30bed-6fd1-4279-bf39-714069619721",,,
"Microsoft Graph","Printer.FullControl.All",true,,"Register, read, update, and unregister printers","Allows the application to create (register), read, update, and delete (unregister) printers on your behalf.  ","Register, read, update, and unregister printers","Allows the application to create (register), read, update, and delete (unregister) printers on behalf of the signed-in user. ","93dae4bd-43a1-4a23-9a1a-92957e1d9121",,,
"Microsoft Graph","Printer.Read.All",true,,"Read printers","Allows the application to read printers on your behalf. ","Read printers","Allows the application to read printers on behalf of the signed-in user. ","3a736c8a-018e-460a-b60c-863b2683e8bf","Read printers","Allows the application to read printers without a signed-in user. ","9709bb33-4549-49d4-8ed9-a8f65e45bb0f"
"Microsoft Graph","Printer.ReadWrite.All",true,,"Read and update printers","Allows the application to read and update printers on your behalf. Does not allow creating (registering) or deleting (unregistering) printers.","Read and update printers","Allows the application to read and update printers on behalf of the signed-in user. Does not allow creating (registering) or deleting (unregistering) printers.","89f66824-725f-4b8f-928e-e1c5258dc565","Read and update printers","Allows the application to read and update printers without a signed-in user. Does not allow creating (registering) or deleting (unregistering) printers.","f5b3f73d-6247-44df-a74c-866173fddab0"
"Microsoft Graph","PrinterShare.Read.All",false,,"Read printer shares","Allows the application to read printer shares on your behalf. ","Read printer shares","Allows the application to read printer shares on behalf of the signed-in user. ","ed11134d-2f3f-440d-a2e1-411efada2502",,,
"Microsoft Graph","PrinterShare.ReadBasic.All",false,,"Read basic information about printer shares","Allows the application to read basic information about printer shares on your behalf.","Read basic information about printer shares","Allows the application to read basic information about printer shares on behalf of the signed-in user. Does not allow reading access control information.","5fa075e9-b951-4165-947b-c63396ff0a37",,,
"Microsoft Graph","PrinterShare.ReadWrite.All",true,,"Read and update printer shares","Allows the application to read and update printer shares on your behalf. ","Read and write printer shares","Allows the application to read and update printer shares on behalf of the signed-in user. ","06ceea37-85e2-40d7-bec3-91337a46038f",,,
"Microsoft Graph","PrivilegedAccess.Read.AzureAD",true,,"Read privileged access to Azure AD","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles, on your behalf.","Read privileged access to Azure AD","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles, on behalf of the signed-in user.","b3a539c9-59cb-4ad5-825a-041ddbdc2bdb","Read privileged access to Azure AD roles","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.","4cdc2547-9148-4295-8d11-be0db1391d6b"
"Microsoft Graph","PrivilegedAccess.Read.AzureADGroup",true,,"Read privileged access to Azure AD groups","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on your behalf.","Read privileged access to Azure AD groups","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user.","d329c81c-20ad-4772-abf9-3f6fdb7e5988","Read privileged access to Azure AD groups","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.","01e37dc9-c035-40bd-b438-b2879c4870a6"
"Microsoft Graph","PrivilegedAccess.Read.AzureResources",true,,"Read privileged access to your Azure resources","Allows the app to read time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) on your behalf.","Read privileged access to Azure resources","Allows the app to read time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) on behalf of the signed-in user.","1d89d70c-dcac-4248-b214-903c457af83a","Read privileged access to Azure resources","Allows the app to read time-based assignment and just-in-time elevation of user privileges to audit Azure resources in your organization, without a signed-in user.","5df6fe86-1be0-44eb-b916-7bd443a71236"
"Microsoft Graph","PrivilegedAccess.ReadWrite.AzureAD",true,,"Read and write privileged access to Azure AD","Allows the app to request and manage just in time elevation (including scheduled elevation) of users to Azure AD built-in administrative roles, on your behalf.","Read and write privileged access to Azure AD","Allows the app to request and manage just in time elevation (including scheduled elevation) of users to Azure AD built-in administrative roles, on behalf of signed-in users.","3c3c74f5-cdaa-4a97-b7e0-4e788bfcfb37","Read and write privileged access to Azure AD roles","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.","854d9ab1-6657-4ec8-be45-823027bcd009"
"Microsoft Graph","PrivilegedAccess.ReadWrite.AzureADGroup",true,,"Read and write privileged access to Azure AD groups","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on your behalf.","Read and write privileged access to Azure AD groups","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user.","32531c59-1f32-461f-b8df-6f8a3b89f73b","Read and write privileged access to Azure AD groups","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.","2f6817f8-7b12-4f0f-bc18-eeaf60705a9e"
"Microsoft Graph","PrivilegedAccess.ReadWrite.AzureResources",true,,"Read and write privileged access to Azure resources","Allows the app to request and manage time-based assignment and just-in-time elevation of user privileges to manage  your Azure resources (like your subscriptions, resource groups, storage, compute) on your behalf.","Read and write privileged access to Azure resources","Allows the app to request and manage time-based assignment and just-in-time elevation of user privileges to manage Azure resources (like subscriptions, resource groups, storage, compute) on behalf of the signed-in users.","a84a9652-ffd3-496e-a991-22ba5529156a","Read and write privileged access to Azure resources","Allows the app to request and manage time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) in your organization, without a signed-in user.","6f9d5abc-2db6-400b-a267-7de22a40fb87"
"Microsoft Graph","ProgramControl.Read.All",true,,"Read programs that you can access","Allows the app to read information on programs and program controls that you have access to.","Read all programs that user can access","Allows the app to read programs and program controls that the signed-in user has access to in the organization.","c492a2e1-2f8f-4caa-b076-99bbf6e40fe4","Read all programs","Allows the app to read programs and program controls in the organization, without a signed-in user.","eedb7fdd-7539-4345-a38b-4839e4a84cbd"
"Microsoft Graph","ProgramControl.ReadWrite.All",true,,"Manage programs that you can access","Allows the app to read, update and perform action on programs and program controls that you have access to.","Manage all programs that user can access","Allows the app to read, update, delete and perform actions on programs and program controls that the signed-in user has access to in the organization.","50fd364f-9d93-4ae1-b170-300e87cccf84","Manage all programs","Allows the app to read, update, delete and perform actions on programs and program controls in the organization, without a signed-in user.","60a901ed-09f7-4aa5-a16e-7dd3d6f9de36"
"Microsoft Graph","RecordsManagement.Read.All",true,,"Read Records Management configuration, labels, and policies","Allows the application to read any data from Records Management, such as configuration, labels and policies on your behalf.","Read Records Management configuration, labels, and policies","Allows the application to read any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user.","07f995eb-fc67-4522-ad66-2b8ca8ea3efd","Read Records Management configuration, labels and policies","Allows the application to read any data from Records Management, such as configuration, labels, and policies without the signed in user.","ac3a2b8e-03a3-4da9-9ce0-cbe28bf1accd"
"Microsoft Graph","RecordsManagement.ReadWrite.All",true,,"Read and write Records Management configuration, labels, and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies on your behalf.","Read and write Records Management configuration, labels, and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user.","f2833d75-a4e6-40ab-86d4-6dfe73c97605","Read and write Records Management configuration, labels and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies without the signed in user.","eb158f57-df43-4751-8b21-b8932adb3d34"
"Microsoft Graph","Reports.Read.All",true,,"Read all usage reports","Allows an app to read all service usage reports on your behalf. Services that provide usage reports include Office 365 and Azure Active Directory.","Read all usage reports","Allows an app to read all service usage reports on behalf of the signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory.","02e97553-ed7b-43d0-ab3c-f8bace0d040c","Read all usage reports","Allows an app to read all service usage reports without a signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory.","230c1aed-a721-4c5d-9cb4-a90514e508ef"
"Microsoft Graph","RoleAssignmentSchedule.Read.Directory",true,,"Read all active role assignments for your company's directory","Allows the app to read the active role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes reading directory role templates, and directory roles.","Read all active role assignments for your company's directory","Allows the app to read the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes reading directory role templates, and directory roles.","344a729c-0285-42c6-9014-f12b9b8d6129",,,
"Microsoft Graph","RoleAssignmentSchedule.ReadWrite.Directory",true,,"Read, update, and delete all active role assignments for your company's directory","Allows the app to read and manage the active role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes managing active directory role membership, and reading directory role templates, directory roles and active memberships.","Read, update, and delete all active role assignments for your company's directory","Allows the app to read and manage the active role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes managing active directory role membership, and reading directory role templates, directory roles and active memberships.","8c026be3-8e26-4774-9372-8d5d6f21daff",,,
"Microsoft Graph","RoleEligibilitySchedule.Read.Directory",true,,"Read all eligible role assignments for your company's directory","Allows the app to read the eligible role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes reading directory role templates, and directory roles.","Read all eligible role assignments for your company's directory","Allows the app to read the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes reading directory role templates, and directory roles.","eb0788c2-6d4e-4658-8c9e-c0fb8053f03d",,,
"Microsoft Graph","RoleEligibilitySchedule.ReadWrite.Directory",true,,"Read, update, and delete  all eligible role assignments for your company's directory","Allows the app to read and manage the eligible role-based access control (RBAC) assignments for your company's directory, on your behalf. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships.","Read, update, and delete  all eligible role assignments for your company's directory","Allows the app to read and manage the eligible role-based access control (RBAC) assignments for your company's directory, on behalf of the signed-in user. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships.","62ade113-f8e0-4bf9-a6ba-5acb31db32fd",,,
"Microsoft Graph","RoleManagement.Read.All",true,,"Read role management data for all RBAC providers","Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on your behalf.  This includes reading role definitions and role assignments.","Read role management data for all RBAC providers","Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on behalf of the signed-in user.  This includes reading role definitions and role assignments.","48fec646-b2ba-4019-8681-8eb31435aded","Read role management data for all RBAC providers","Allows the app to read role-based access control (RBAC) settings for all RBAC providers without a signed-in user. This includes reading role definitions and role assignments.","c7fbd983-d9aa-4fa7-84b8-17382c103bc4"
"Microsoft Graph","RoleManagement.Read.CloudPC",true,,"Read Cloud PC RBAC settings","Allows the app to read the Cloud PC role-based access control (RBAC) settings, on your behalf.  This includes reading Cloud PC role definitions and role assignments.","Read Cloud PC RBAC settings","Allows the app to read the Cloud PC role-based access control (RBAC) settings, on behalf of the signed-in user.  This includes reading Cloud PC role definitions and role assignments.","9619b88a-8a25-48a7-9571-d23be0337a79","Read Cloud PC RBAC settings","Allows the app to read the Cloud PC role-based access control (RBAC) settings, without a signed-in user.","031a549a-bb80-49b6-8032-2068448c6a3c"
"Microsoft Graph","RoleManagement.Read.Directory",true,,"Read directory RBAC settings","Allows the app to read the role-based access control (RBAC) settings for your company's directory, on your behalf.  This includes reading directory role templates, directory roles and memberships.","Read directory RBAC settings","Allows the app to read the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user.  This includes reading directory role templates, directory roles and memberships.","741c54c3-0c1e-44a1-818b-3f97ab4e8c83","Read all directory RBAC settings","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user.  This includes reading directory role templates, directory roles and memberships.","483bed4a-2ad3-4361-a73b-c83ccdbdc53c"
"Microsoft Graph","RoleManagement.ReadWrite.CloudPC",true,,"Read and write Cloud PC RBAC settings","Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, on your behalf. This includes reading and managing Cloud PC role definitions and memberships.","Read and write Cloud PC RBAC settings","Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, on behalf of the signed-in user. This includes reading and managing Cloud PC role definitions and role assignments.","501d06f8-07b8-4f18-b5c6-c191a4af7a82","Read and write all Cloud PC RBAC settings","Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, without a signed-in user. This includes reading and managing Cloud PC role definitions and memberships.","274d0592-d1b6-44bd-af1d-26d259bcb43a"
"Microsoft Graph","RoleManagement.ReadWrite.Directory",true,,"Read and write directory RBAC settings","Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, on your behalf. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships.","Read and write directory RBAC settings","Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, on behalf of the signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships.","d01b97e9-cbc0-49fe-810a-750afd5527a3","Read and write all directory RBAC settings","Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, without a signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships.","9e3f62cf-ca93-4989-b6ce-bf83c28f9fe8"
"Microsoft Graph","RoleManagementPolicy.Read.Directory",true,,"Read all policies for privileged role assignments of your company's directory","Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, on your behalf.","Read all policies for privileged role assignments of your company's directory","Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, on behalf of the signed-in user.","3de2cdbe-0ff5-47d5-bdee-7f45b4749ead",,,
"Microsoft Graph","RoleManagementPolicy.ReadWrite.Directory",true,,"Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, on your behalf.","Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, on behalf of the signed-in user.","1ff1be21-34eb-448c-9ac9-ce1f506b2a68",,,
"Microsoft Graph","SMTP.Send",false,,"Access to sending emails from your mailbox.","Allows the app to send emails on your behalf from your mailbox.","Send emails from mailboxes using SMTP AUTH.","Allows the app to be able to send emails from the user’s mailbox using the SMTP AUTH client submission protocol.","258f6531-6087-4cc4-bb90-092c5fb3ed3f",,,
